gene_symbol_a	clone_id_a	gene_symbol_b	clone_id_b	category	aa_seq_pct_identity	PDI_Jaccard_d	PPI_Jaccard_d	activation_abs_fold_change_log2
ELK4	ELK4-1	ZNF613	ZNF613-1	non-paralog-control	0.7850834151128557			0.32564296300277285
ETV7	ETV7-1	PKNOX1	PKNOX1-1	non-paralog-control	6.875000000000001	1.0		
ETV7	ETV7-1	ZNF548	ZNF548-1	non-paralog-control	11.67192429022082			2.174836551130294
ELF2	ELF2-2	ZNF599	ZNF599-1	non-paralog-control	4.7713717693836974			3.0281775674532283
FLI1	FLI1-1	ZBTB16	ZBTB16-1	non-paralog-control	9.194097616345061			0.2275101092012535
ZBTB32	ZBTB32-1	ZNF232	ZNF232-1	non-paralog-control	19.576719576719576			
IRF9	IRF9-1	ZBTB32	ZBTB32-1	non-paralog-control	15.862068965517242			
ZBTB18	ZBTB18-1	ZSCAN25	ZSCAN25-1	non-paralog-control	19.55223880597015			0.8591087636884103
ZBTB32	ZBTB32-1	ZNF829	ZNF829-1	non-paralog-control	13.416536661466456			
ELK3	ELK3-1	ZBTB32	ZBTB32-1	non-paralog-control	16.722972972972975			
PATZ1	PATZ1-1	ZNF26	ZNF26-1	non-paralog-control	19.2722371967655			5.023510472116863
ZBTB32	ZBTB32-1	ZNF3	ZNF3-1	non-paralog-control	15.88628762541806			
ETV2	ETV2-2	MAZ	MAZ-2	non-paralog-control	11.055276381909547			
ZBTB1	ZBTB1-1	ZNF655	ZNF655-2	non-paralog-control	10.407239819004523			
SPDEF	SPDEF-2	ZBTB32	ZBTB32-1	non-paralog-control	15.061295971978982			2.8022188080665
HSF2	HSF2-1	ZNF473	ZNF473-1	non-paralog-control	6.501283147989736			6.165304561276049
CREB3L3	CREB3L3-1	NR1H3	NR1H3-1	non-paralog-control	11.538461538461537			
GATA2	GATA2-2	NR1H3	NR1H3-1	non-paralog-control	9.544787077826726			
NR1H3	NR1H3-1	ZNF696	ZNF696-1	non-paralog-control	12.690355329949238			
NR1H3	NR1H3-1	ZNF250	ZNF250-1	non-paralog-control	6.38036809815951			
NR1H3	NR1H3-1	ZNF264	ZNF264-1	non-paralog-control	8.313817330210773			1.516314763812324
NR1H3	NR1H3-1	ZNF85	ZNF85-2	non-paralog-control	3.7796976241900646			
NR1H3	NR1H3-1	ZSCAN26	ZSCAN26-1	non-paralog-control	11.3323124042879			1.1368740631230927
ERF	ERF-1	NR1H3	NR1H3-1	non-paralog-control	6.107784431137724			
POU2F1	POU2F1-2	SMAD4	SMAD4-2	non-paralog-control	6.61231884057971			
HDX	HDX-1	ZSCAN25	ZSCAN25-1	non-paralog-control	6.9246435845213865			1.5028756292223016
POU2F2	POU2F2-4	ZNF718	ZNF718-1	non-paralog-control	1.8909899888765296			
ARNT2	ARNT2-1	ZNF85	ZNF85-2	non-paralog-control	15.560916767189386			4.535764224000316
ARNTL	ARNTL-1	ZNF75A	ZNF75A-1	non-paralog-control	3.0487804878048776			
ARNTL2	ARNTL2-2	ZNF85	ZNF85-2	non-paralog-control	9.581497797356828			
IKZF2	IKZF2-2	SPDEF	SPDEF-2	non-paralog-control	5.099150141643059			2.5761641461331237
SOX10	SOX10-1	ZBTB16	ZBTB16-1	non-paralog-control	9.977064220183486			0.4635824373238839
PLAGL1	PLAGL1-1	SOX30	SOX30-1	non-paralog-control	6.200787401574804	1.0		0.37559322499573855
SOX15	SOX15-1	ZNF696	ZNF696-1	non-paralog-control	14.950980392156866	1.0		
SOX30	SOX30-1	SPIB	SPIB-2	non-paralog-control	6.227967097532315			1.1265616410566879
FOXO3	FOXO3-2	PKNOX1	PKNOX1-1	non-paralog-control	10.572139303482587	1.0		
FOXD4L1	FOXD4L1-1	ZNF254	ZNF254-1	non-paralog-control	3.2258064516129035			
FOXJ2	FOXJ2-1	ZSCAN9	ZSCAN9-1	non-paralog-control	4.910179640718563			6.69107026562461
CREB1	CREB1-2	ZNF75A	ZNF75A-1	non-paralog-control	10.933940774487471	1.0		8.508176033290301
CREB3L3	CREB3L3-1	RXRB	RXRB-1	non-paralog-control	14.868804664723035			
FOXJ2	FOXJ2-1	SPIB	SPIB-2	non-paralog-control	5.6241426611796985			4.036274217196262
FOXD4L1	FOXD4L1-1	TEAD3	TEAD3-2	non-paralog-control	10.112359550561797			2.5743192250803126
KLF6	KLF6-1	NR3C1	NR3C1-1	non-paralog-control	8.284023668639055			
KLF12	KLF12-2	ZNF320	ZNF320-1	non-paralog-control	9.550561797752808	1.0		0.5113048416372284
KLF4	KLF4-1	PAX7	PAX7-2	non-paralog-control	8.481012658227847			2.6631946222875733
ZFY	ZFY-1	ZSCAN18	ZSCAN18-2	non-paralog-control	11.363636363636365			3.571377158259637
ZFY	ZFY-1	ZNF449	ZNF449-1	non-paralog-control	19.66224366706876			
ZFY	ZFY-1	ZNF607	ZNF607-1	non-paralog-control	19.637139807897547			9.594534379882656
ZFY	ZFY-1	ZNF483	ZNF483-1	non-paralog-control	19.45564516129032			8.137238073691455
ZFY	ZFY-1	ZNF707	ZNF707-2	non-paralog-control	12.382075471698116			
E4F1	E4F1-1	ZSCAN25	ZSCAN25-1	non-paralog-control	19.454329774614468			4.14426464398078
SPIB	SPIB-2	ZFY	ZFY-1	non-paralog-control	5.152224824355971			4.830151089962129
MEF2A	MEF2A-1	ZNF559	ZNF559-1	non-paralog-control	0.19305019305019305			
RORA	RORA-1	ZNF398	ZNF398-1	non-paralog-control	6.524064171122996			
PAX8	PAX8-2	RARA	RARA-1	non-paralog-control	6.266318537859008			
RARB	RARB-1	ZNF69	ZNF69-2	non-paralog-control	5.28169014084507			2.1776183496933124
PPARG	PPARG-1	ZNF254	ZNF254-1	non-paralog-control	4.6			
RARG	RARG-1	ZNF433	ZNF433-1	non-paralog-control	7.638888888888888			3.864733541704084
PPARD	PPARD-1	ZNF320	ZNF320-1	non-paralog-control	9.957924263674617			0.7450012122012437
RORA	RORA-1	ZNF177	ZNF177-1	non-paralog-control	3.716216216216216			2.172244777215812
RORA	RORA-1	ZNF85	ZNF85-2	non-paralog-control	8.883553421368546			1.5671861965337028
RORA	RORA-1	ZNF460	ZNF460-1	non-paralog-control	6.939704209328783			
TP53	TP53-1	ZNF69	ZNF69-2	non-paralog-control	6.056860321384425			
TEAD2	TEAD2-1	ZNF696	ZNF696-1	non-paralog-control	12.310286677908936			
TEAD1	TEAD1-5	ZNF718	ZNF718-1	non-paralog-control	5.804749340369392			
RARB	RARB-1	ZNF784	ZNF784-1	non-paralog-control	7.246376811594202			
RARA	RARA-1	ZSCAN32	ZSCAN32-1	non-paralog-control	12.317073170731707			1.9517791490657772
PPARG	PPARG-1	ZNF69	ZNF69-2	non-paralog-control	5.625717566016075	1.0		1.0070255746396264
RARB	RARB-1	ZNF317	ZNF317-1	non-paralog-control	5.090497737556562			
PPARD	PPARD-1	ZBTB49	ZBTB49-1	non-paralog-control	11.41602634467618			
RARB	RARB-1	ZNF513	ZNF513-1	non-paralog-control	2.5386313465783665			1.6475330070547372
RARB	RARB-1	ZNF483	ZNF483-1	non-paralog-control	12.293144208037825			4.386724758614491
RFX3	RFX3-2	ZNF691	ZNF691-1	non-paralog-control	2.8629856850715747			3.2903017932813183
ZNF23	ZNF23-2	ZNF264	ZNF264-1	non-paralog-control	40.027322404371574			2.258825062791908
E2F8	E2F8-1	ZNF264	ZNF264-1	non-paralog-control	9.876543209876543			1.470689878750209
PAX5	PAX5-1	ZNF264	ZNF264-1	non-paralog-control	4.514672686230249			0.9442880016690612
ZNF264	ZNF264-1	ZSCAN26	ZSCAN26-1	non-paralog-control	24.386724386724392			0.3794407006892313
FOXP3	FOXP3-3	ZNF169	ZNF169-3	non-paralog-control	12.305516265912305			0.7357732317169058
ZNF124	ZNF124-1	ZNF460	ZNF460-1	non-paralog-control	29.734513274336287			
RORA	RORA-1	ZNF264	ZNF264-1	non-paralog-control	6.310160427807486			0.3838760916735968
FLI1	FLI1-1	ZNF19	ZNF19-1	non-paralog-control	8.670520231213873	1.0		3.3765373460820705
ZNF264	ZNF264-1	ZNF415	ZNF415-2	non-paralog-control	38.23975720789075			3.3080765795577536
ZNF264	ZNF264-1	ZNF688	ZNF688-2	non-paralog-control	14.91628614916286			1.1695627190307625
ZNF180	ZNF180-2	ZNF544	ZNF544-1	non-paralog-control	43.253968253968246			2.2640568051114505
NR4A2	NR4A2-1	ZNF177	ZNF177-1	non-paralog-control	10.397946084724005			3.94091342774046
ZNF264	ZNF264-1	ZNF397	ZNF397-2	non-paralog-control	29.517241379310345			2.31227565112886
ZNF343	ZNF343-4	ZNF451	ZNF451-2	non-paralog-control	13.88646288209607			2.897775491485745
ZNF343	ZNF343-4	ZNF829	ZNF829-1	non-paralog-control	31.921824104234524			
ZNF276	ZNF276-1	ZNF343	ZNF343-4	non-paralog-control	15.835411471321695			2.9228271256817933
ZBTB32	ZBTB32-1	ZNF169	ZNF169-3	non-paralog-control	12.746386333771351			
ZNF124	ZNF124-1	ZNF3	ZNF3-1	non-paralog-control	37.831858407079636			
ZNF19	ZNF19-1	ZNF75A	ZNF75A-1	non-paralog-control	25.47368421052632			
RARB	RARB-1	ZNF343	ZNF343-4	non-paralog-control	12.307692307692307			5.4194023379063445
ZNF138	ZNF138-2	ZNF343	ZNF343-4	non-paralog-control	19.33884297520661			0.9194209536782112
NFIC	NFIC-1	ZNF180	ZNF180-2	non-paralog-control	4.951456310679612			0.8951759270418259
ZNF177	ZNF177-1	ZNF263	ZNF263-1	non-paralog-control	23.342175066313			5.115978575259949
TBX22	TBX22-2	ZNF467	ZNF467-1	non-paralog-control	14.555256064690028			
TBX15	TBX15-1	ZNF549	ZNF549-1	non-paralog-control	8.35117773019272			
TBX5	TBX5-1	ZNF692	ZNF692-1	non-paralog-control	10.765239948119326	1.0		1.9248024341459569
TBX18	TBX18-3	ZSCAN9	ZSCAN9-1	non-paralog-control	7.870967741935482			
ZNF19	ZNF19-1	ZNF302	ZNF302-3	non-paralog-control	32.22003929273085			
ZBTB48	ZBTB48-1	ZNF696	ZNF696-1	non-paralog-control	19.263456090651555			
ZNF302	ZNF302-3	ZNF784	ZNF784-1	non-paralog-control	14.772727272727273			
CTCF	CTCF-1	ZNF254	ZNF254-1	non-paralog-control	20.140515222482435			
VDR	VDR-2	ZBTB24	ZBTB24-1	non-paralog-control	9.296781883194278	1.0		5.401315238024808
SPIB	SPIB-2	ZNF302	ZNF302-3	non-paralog-control	2.5510204081632653			2.8842902544256326
FEZF1	FEZF1-1	ZNF174	ZNF174-1	non-paralog-control	15.849673202614376			
ZBTB25	ZBTB25-1	ZNF449	ZNF449-1	non-paralog-control	16.887417218543046			
ZBTB25	ZBTB25-1	ZNF614	ZNF614-1	non-paralog-control	17.46987951807229			
ZBTB25	ZBTB25-1	ZNF669	ZNF669-1	non-paralog-control	15.340909090909092			
RORC	RORC-3	TBX15	TBX15-1	non-paralog-control	9.665871121718377	1.0		
KLF7	KLF7-1	TBX15	TBX15-1	non-paralog-control	11.023622047244093	1.0		
TBX15	TBX15-1	ZNF3	ZNF3-1	non-paralog-control	15.965166908563134	1.0		
CREB1	CREB1-2	PPARG	PPARG-1	non-paralog-control	8.0	1.0		5.321491246150838
PATZ1	PATZ1-1	ZNF263	ZNF263-1	non-paralog-control	16.866158868335145		0.0	1.4866206475764847
PATZ1	PATZ1-1	ZNF415	ZNF415-2	non-paralog-control	17.964824120603016			4.38131363835181
PATZ1	PATZ1-1	ZNF333	ZNF333-1	non-paralog-control	20.341047503045072			
PATZ1	PATZ1-1	ZNF24	ZNF24-1	non-paralog-control	11.407766990291266		1.0	2.279231096472422
KLF6	KLF6-1	PATZ1	PATZ1-1	non-paralog-control	13.69472182596291			0.7744848230649088
PATZ1	PATZ1-1	ZNF691	ZNF691-1	non-paralog-control	13.611111111111109			1.1540431021692927
PATZ1	PATZ1-1	ZNF596	ZNF596-1	non-paralog-control	18.900804289544233			4.036281476629285
MAZ	MAZ-2	ZNF607	ZNF607-1	non-paralog-control	11.806375442739078			4.338551950716892
PATZ1	PATZ1-1	TGIF1	TGIF1-3	non-paralog-control	8.425414364640885			0.910131383370095
PATZ1	PATZ1-1	ZNF544	ZNF544-1	non-paralog-control	17.20779220779221			4.422552785473884
SOX10	SOX10-1	ZNF655	ZNF655-2	non-paralog-control	0.3177966101694916			3.585336363774588
SOX10	SOX10-1	ZNF467	ZNF467-1	non-paralog-control	18.208092485549127			
SOX10	SOX10-1	ZNF302	ZNF302-3	non-paralog-control	6.841339155749637			3.021234709911944
HNF4A	HNF4A-1	SOX6	SOX6-3	non-paralog-control	9.453781512605042			
HNF4A	HNF4A-1	ZNF607	ZNF607-1	non-paralog-control	9.30232558139535			
HNF4A	HNF4A-1	ZNF75A	ZNF75A-1	non-paralog-control	3.976435935198821			
HNF4A	HNF4A-1	PAX5	PAX5-1	non-paralog-control	15.760869565217392			
GATA1	GATA1-1	ZNF254	ZNF254-1	non-paralog-control	11.543810848400554			
ELK4	ELK4-1	GATA1	GATA1-1	non-paralog-control	9.861325115562405			8.561341110840267
FOSB	FOSB-1	NFAT5	NFAT5-1	non-paralog-control	3.0939871570344426			2.8333736809428887
CTCF	CTCF-1	ZSCAN26	ZSCAN26-1	non-paralog-control	17.774936061381077			1.5725716486066126
CTCF	CTCF-1	TFCP2	TFCP2-1	non-paralog-control	13.539192399049881			0.1734702943736135
CTCF	CTCF-1	ZNF148	ZNF148-1	non-paralog-control	15.236258437801348			0.2906998052877028
CTCF	CTCF-1	ZNF829	ZNF829-1	non-paralog-control	18.157894736842106			
ZNF131	ZNF131-2	ZSCAN9	ZSCAN9-1	non-paralog-control	13.963963963963964			7.198136020245392
OVOL1	OVOL1-1	ZNF655	ZNF655-2	non-paralog-control	12.043795620437956			1.9808029715364632
PRRX1	PRRX1-2	ZNF174	ZNF174-1	non-paralog-control	4.37956204379562	1.0		2.134576825329667
LHX9	LHX9-1	PLAGL1	PLAGL1-1	non-paralog-control	11.164274322169057	1.0		1.4100721364441302
ZNF174	ZNF174-1	ZNF79	ZNF79-1	non-paralog-control	18.75			
EBF3	EBF3-2	ZNF174	ZNF174-1	non-paralog-control	6.033376123234918			
MAZ	MAZ-2	ZNF483	ZNF483-1	non-paralog-control	13.009049773755658			2.8812556445256914
MAZ	MAZ-2	ZNF614	ZNF614-1	non-paralog-control	17.142857142857142			
MAZ	MAZ-2	ZNF430	ZNF430-4	non-paralog-control	13.877551020408163			4.1754135414211335
MAZ	MAZ-2	ZNF691	ZNF691-1	non-paralog-control	19.92110453648915			0.32148008621759594
MAZ	MAZ-2	TBX22	TBX22-2	non-paralog-control	1.5739769150052465			1.2860459137464373
MAZ	MAZ-2	ZNF19	ZNF19-1	non-paralog-control	17.3841059602649			3.0498338795147566
MAZ	MAZ-2	ZIC3	ZIC3-2	non-paralog-control	21.379310344827584	1.0		0.8239607662556483
MAZ	MAZ-2	ZNF415	ZNF415-2	non-paralog-control	17.87878787878788			3.5487506224001133
MAZ	MAZ-2	SPDEF	SPDEF-2	non-paralog-control	13.873873873873874			0.4863923620376744
PPARD	PPARD-1	ZNF418	ZNF418-1	non-paralog-control	6.155507559395247			1.8757798273983264
NEUROG1	NEUROG1-1	ZNF419	ZNF419-1	non-paralog-control	1.2517385257301807			
ZNF138	ZNF138-2	ZNF419	ZNF419-1	non-paralog-control	27.659574468085108			
ZBTB7B	ZBTB7B-2	ZNF419	ZNF419-1	non-paralog-control	15.384615384615385			
E4F1	E4F1-1	PBX1	PBX1-1	non-paralog-control	9.310344827586208			3.4421810607713588
ZNF419	ZNF419-1	ZNF696	ZNF696-1	non-paralog-control	31.001890359168247			
ZNF419	ZNF419-1	ZNF544	ZNF544-1	non-paralog-control	33.01630434782609			
MEIS2	MEIS2-1	RORA	RORA-1	non-paralog-control	13.690476190476193			2.0453893401052867
MEIS3	MEIS3-4	ZSCAN21	ZSCAN21-1	non-paralog-control	13.945578231292515			1.8328363800180332
MEIS3	MEIS3-4	ZNF655	ZNF655-2	non-paralog-control	10.742496050552925			
MEIS3	MEIS3-4	ZNF669	ZNF669-1	non-paralog-control	3.516819571865444			
ZBTB32	ZBTB32-1	ZNF175	ZNF175-1	non-paralog-control	14.377406931964055			1.0876435674062348
ZNF175	ZNF175-1	ZNF419	ZNF419-1	non-paralog-control	33.14763231197772			
ZNF175	ZNF175-1	ZNF614	ZNF614-1	non-paralog-control	36.30229419703104			
ZNF175	ZNF175-1	ZNF19	ZNF19-1	non-paralog-control	29.16093535075653			0.35363613392030235
ZNF175	ZNF175-1	ZNF692	ZNF692-1	non-paralog-control	17.70700636942675			2.5295280748887996
ZNF175	ZNF175-1	ZNF418	ZNF418-1	non-paralog-control	38.08255659121172			0.8833163212938933
SPIB	SPIB-2	ZNF175	ZNF175-1	non-paralog-control	3.868698710433764			3.829301352638693
ZIM2	ZIM2-1	ZNF69	ZNF69-2	non-paralog-control	17.591339648173207			
ZNF175	ZNF175-1	ZNF343	ZNF343-4	non-paralog-control	33.02872062663185			0.5104632103824853
ETV4	ETV4-1	ZNF175	ZNF175-1	non-paralog-control	10.20408163265306			3.9414964193932502
TBX6	TBX6-2	ZNF138	ZNF138-2	non-paralog-control	0.6784260515603799	1.0		
ZNF175	ZNF175-1	ZNF596	ZNF596-1	non-paralog-control	32.21757322175732			0.19975155275747136
ZNF12	ZNF12-1	ZNF692	ZNF692-1	non-paralog-control	11.499436302142053			2.0733455105025174
ZNF175	ZNF175-1	ZNF669	ZNF669-1	non-paralog-control	25.03477051460361			
ZNF175	ZNF175-1	ZNF451	ZNF451-2	non-paralog-control	13.278688524590164			2.3873122811032594
ZNF175	ZNF175-1	ZNF778	ZNF778-1	non-paralog-control	34.516523867809056			4.152185412360047
ETV2	ETV2-2	ZSCAN9	ZSCAN9-1	non-paralog-control	13.424124513618677			
ESRRG	ESRRG-1	ETV2	ETV2-2	non-paralog-control	10.281923714759538	1.0		
ELF5	ELF5-2	ZNF829	ZNF829-1	non-paralog-control	4.0201005025125625			
ELK3	ELK3-1	FOSB	FOSB-1	non-paralog-control	13.740458015267176	1.0		6.4742614324071575
ETV2	ETV2-2	ZNF398	ZNF398-1	non-paralog-control	12.171507607192256			
ELK4	ELK4-1	ZBTB7B	ZBTB7B-2	non-paralog-control	11.159420289855072			
ETV2	ETV2-2	ZNF264	ZNF264-1	non-paralog-control	9.251700680272107			
ETV2	ETV2-2	ZSCAN21	ZSCAN21-1	non-paralog-control	13.134851138353765			
ERF	ERF-1	ZNF467	ZNF467-1	non-paralog-control	6.714876033057852			
ERF	ERF-1	MEIS3	MEIS3-4	non-paralog-control	11.253561253561251			
ELF5	ELF5-2	PAX7	PAX7-2	non-paralog-control	6.041335453100159			
ELK3	ELK3-1	ZNF169	ZNF169-3	non-paralog-control	0.4012036108324975	1.0		
ERF	ERF-1	ZNF599	ZNF599-1	non-paralog-control	4.182879377431907			
ELK4	ELK4-1	ZNF669	ZNF669-1	non-paralog-control	4.454022988505748			
ERF	ERF-1	ZNF131	ZNF131-2	non-paralog-control	2.7281279397930387			
ERF	ERF-1	RARB	RARB-1	non-paralog-control	4.863582443653618			
ELF2	ELF2-2	ZNF548	ZNF548-1	non-paralog-control	2.0348837209302326			4.715478139989118
ZNF655	ZNF655-2	ZSCAN9	ZSCAN9-1	non-paralog-control	22.203098106712567			
ZNF343	ZNF343-4	ZNF460	ZNF460-1	non-paralog-control	32.22390317700454			
POU5F1	POU5F1-1	ZNF544	ZNF544-1	non-paralog-control	5.349344978165938			3.5119903731685564
ELK4	ELK4-1	ZNF254	ZNF254-1	non-paralog-control	3.6726128016789086			
THRA	THRA-2	ZNF3	ZNF3-1	non-paralog-control	5.006765899864681	1.0		
ZNF250	ZNF250-1	ZNF75A	ZNF75A-1	non-paralog-control	23.1858407079646			
ZIM2	ZIM2-1	ZNF669	ZNF669-1	non-paralog-control	20.34188034188034			
SPDEF	SPDEF-2	ZNF696	ZNF696-1	non-paralog-control	15.859030837004404			
ZNF559	ZNF559-1	ZNF829	ZNF829-1	non-paralog-control	36.720142602495535			
ZNF483	ZNF483-1	ZNF778	ZNF778-1	non-paralog-control	30.555555555555557			3.6299710434506776
THRA	THRA-2	ZNF138	ZNF138-2	non-paralog-control	4.59418070444104	1.0		3.992870036790922
ARNTL	ARNTL-1	ZNF718	ZNF718-1	non-paralog-control	0.6451612903225806			
ETV6	ETV6-1	ZFP1	ZFP1-2	non-paralog-control	13.898305084745765			
ZNF12	ZNF12-1	ZNF599	ZNF599-1	non-paralog-control	39.41908713692946			
NPAS2	NPAS2-1	ZNF320	ZNF320-1	non-paralog-control	12.84606866002215			1.09126578277221
PKNOX1	PKNOX1-1	ZNF317	ZNF317-1	non-paralog-control	2.848101265822785	1.0		
MEIS2	MEIS2-1	ZNF23	ZNF23-2	non-paralog-control	9.07003444316877			
DLX4	DLX4-1	SPIB	SPIB-2	non-paralog-control	16.715542521994134	1.0		
DLX1	DLX1-1	ZSCAN9	ZSCAN9-1	non-paralog-control	2.8021015761821366			
MITF	MITF-2	ZNF317	ZNF317-1	non-paralog-control	0.6422018348623854			
VDR	VDR-2	ZKSCAN1	ZKSCAN1-1	non-paralog-control	2.190580503833516			
ZKSCAN1	ZKSCAN1-1	ZNF460	ZNF460-1	non-paralog-control	20.227560050568897			
ETV4	ETV4-1	ZKSCAN1	ZKSCAN1-1	non-paralog-control	3.3898305084745757			2.4145640881728587
ZKSCAN1	ZKSCAN1-1	ZNF778	ZNF778-1	non-paralog-control	24.327628361858192			2.6252530811396544
ZKSCAN1	ZKSCAN1-1	ZNF614	ZNF614-1	non-paralog-control	27.33918128654971			
ZKSCAN1	ZKSCAN1-1	ZNF320	ZNF320-1	non-paralog-control	19.70310391363023			1.279470037317202
ZKSCAN1	ZKSCAN1-1	ZNF148	ZNF148-1	non-paralog-control	10.495626822157435			2.5382947820019868
ZKSCAN1	ZKSCAN1-1	ZNF254	ZNF254-1	non-paralog-control	18.977272727272727			
CREB5	CREB5-1	ZKSCAN1	ZKSCAN1-1	non-paralog-control	1.8943170488534395			1.5293452896560815
PAX4	PAX4-2	ZNF175	ZNF175-1	non-paralog-control	8.104738154613466			
PAX4	PAX4-2	ZNF79	ZNF79-1	non-paralog-control	7.7598828696925315			
ESRRA	ESRRA-1	PAX4	PAX4-2	non-paralog-control	5.1020408163265305	1.0		
LHX6	LHX6-1	ZSCAN18	ZSCAN18-2	non-paralog-control	8.379120879120878			0.9350120709075136
LHX6	LHX6-1	ZNF23	ZNF23-2	non-paralog-control	11.756756756756758			3.249092305632879
GATA2	GATA2-2	ZNF410	ZNF410-1	non-paralog-control	14.21875			4.30008287128038
EBF1	EBF1-1	MEF2C	MEF2C-1	non-paralog-control	16.52173913043478			
EBF2	EBF2-1	ZSCAN32	ZSCAN32-1	non-paralog-control	9.297297297297296			1.6061756445133826
DLX1	DLX1-1	ZNF451	ZNF451-2	non-paralog-control	2.636054421768708			0.271459297357436
ELF2	ELF2-2	NFATC1	NFATC1-1	non-paralog-control	13.193116634799235	1.0		0.9545492506660502
ELF2	ELF2-2	ZNF772	ZNF772-4	non-paralog-control	0.6849315068493149			
ELF2	ELF2-2	ZNF26	ZNF26-1	non-paralog-control	5.773420479302832			4.847720674680072
ELF2	ELF2-2	SOX30	SOX30-1	non-paralog-control	11.715481171548117			1.3575035203679586
ELF2	ELF2-2	ZNF544	ZNF544-1	non-paralog-control	13.844393592677346			4.24676298803709
ELF2	ELF2-2	ZNF148	ZNF148-1	non-paralog-control	14.204545454545455			0.004983881272416113
ELF2	ELF2-2	ZNF692	ZNF692-1	non-paralog-control	11.568123393316196			1.5307151570611626
ZBTB16	ZBTB16-1	ZNF460	ZNF460-1	non-paralog-control	16.328963051251492			
ZBTB16	ZBTB16-1	ZNF320	ZNF320-1	non-paralog-control	17.131979695431472			3.25520107689793
ZBTB16	ZBTB16-1	ZNF394	ZNF394-1	non-paralog-control	21.97368421052632			
ZBTB16	ZBTB16-1	ZNF718	ZNF718-1	non-paralog-control	19.448275862068964			
ZBTB16	ZBTB16-1	ZNF772	ZNF772-4	non-paralog-control	15.346534653465344			
TBX6	TBX6-2	ZBTB16	ZBTB16-1	non-paralog-control	8.313817330210773			1.3718080974958529
CREM	CREM-1	ZBTB1	ZBTB1-1	non-paralog-control	7.9634464751958225			2.214380169715122
THRA	THRA-2	ZBTB16	ZBTB16-1	non-paralog-control	4.912663755458515			0.8991644092855284
SOX5	SOX5-1	ZNF449	ZNF449-1	non-paralog-control	14.302741358760429			
SOX15	SOX15-1	ZNF707	ZNF707-2	non-paralog-control	7.7894736842105265	1.0		
GLI1	GLI1-1	ZNF12	ZNF12-1	non-paralog-control	8.732394366197184			
GLI1	GLI1-1	PKNOX1	PKNOX1-1	non-paralog-control	8.492201039861353			
AEBP2	AEBP2-2	ZNF79	ZNF79-1	non-paralog-control	16.773162939297126			
GLI1	GLI1-1	ZNF280D	ZNF280D-2	non-paralog-control	12.517193947730398			
ELK3	ELK3-1	ZNF451	ZNF451-2	non-paralog-control	6.025104602510459			0.5221831408581618
ELK3	ELK3-1	ZNF148	ZNF148-1	non-paralog-control	8.444444444444445	1.0		2.2000979729772805
ELF5	ELF5-2	RARG	RARG-1	non-paralog-control	13.373253493013973			
ELK3	ELK3-1	ZSCAN32	ZSCAN32-1	non-paralog-control	12.5	1.0		0.7253524749826604
ELK3	ELK3-1	FOS	FOS-1	non-paralog-control	17.90744466800805			6.275311400004384
ELK3	ELK3-1	ZNF655	ZNF655-2	non-paralog-control	0.9142857142857144	1.0		
ELK3	ELK3-1	ZNF483	ZNF483-1	non-paralog-control	12.075471698113208	1.0		
THRB	THRB-2	ZNF451	ZNF451-2	non-paralog-control	7.394957983193277			0.28816518993257034
RARA	RARA-1	ZNF69	ZNF69-2	non-paralog-control	12.622720897615707			1.8109399864629887
PPARG	PPARG-1	ZBTB16	ZBTB16-1	non-paralog-control	10.0		1.0	0.23568298166905374
RARG	RARG-1	ZNF544	ZNF544-1	non-paralog-control	9.885057471264368			3.9115969804209487
PPARD	PPARD-1	ZNF85	ZNF85-2	non-paralog-control	14.890510948905108			
DLX6	DLX6-2	RORC	RORC-3	non-paralog-control	13.357400722021664	1.0		0.030917719148680245
THRA	THRA-2	ZSCAN26	ZSCAN26-1	non-paralog-control	6.8245125348189415	1.0		1.6184725101831787
PPARD	PPARD-1	ZNF3	ZNF3-1	non-paralog-control	10.470409711684368			
PPARD	PPARD-1	ZNF607	ZNF607-1	non-paralog-control	13.520408163265307			1.927545443386265
PPARD	PPARD-1	ZNF483	ZNF483-1	non-paralog-control	8.690869086908691			
FLI1	FLI1-1	PPARD	PPARD-1	non-paralog-control	6.149341142020497			2.73770997389794
PPARD	PPARD-1	ZSCAN9	ZSCAN9-1	non-paralog-control	6.569343065693432			
ZNF143	ZNF143-1	ZNF655	ZNF655-2	non-paralog-control	21.0	1.0		7.693328989099853
ZBTB18	ZBTB18-1	ZNF264	ZNF264-1	non-paralog-control	19.635343618513325			0.30561600719127857
ZBTB48	ZBTB48-1	ZNF451	ZNF451-2	non-paralog-control	11.853619729514715			0.2120707698592832
MXI1	MXI1-2	ZNF148	ZNF148-1	non-paralog-control	8.323281061519904			0.5465620023601581
TEAD2	TEAD2-1	ZNF410	ZNF410-1	non-paralog-control	8.368794326241135			4.932905337350466
ZBTB1	ZBTB1-1	ZNF718	ZNF718-1	non-paralog-control	13.436385255648036			
SPIB	SPIB-2	ZNF276	ZNF276-1	non-paralog-control	11.690363349131124			1.4169374373393846
E2F3	E2F3-2	STAT3	STAT3-1	non-paralog-control	7.59493670886076			4.9530173815934
E2F3	E2F3-2	ZNF596	ZNF596-1	non-paralog-control	1.074113856068743			7.559404653999562
ZBTB24	ZBTB24-1	ZNF343	ZNF343-4	non-paralog-control	18.82494004796163			8.152885381464536
